,,dávka,produkt,vozík,adresa,vlna,poradi
,,17669135,20391052,1195471,VDDDD02159,1454105,45810
,,17668844,34323262,1195474,VCCCC03033,1454105,4656
,,17669114,205517506,1195507,VDDDD04153,1454105,13106
,,17669114,2055180469,1195507,VDDDD02156,1454105,13106
,,17669114,95HWW1594,1195507,VDDDD04160,1454105,13106
,,17669114,95HWW1596,1195507,VDDDD03155,1454105,13106
,,17669114,95XIA2710,1195507,VBBBB00072,1454105,13106
,,17669114,95XIA3290,1195507,VDDDD01370,1454105,13106
,,17669114,95XIA384,1195507,VDDDD07149,1454105,13106
,,17669114,95XIW27,1195507,VDDDD08150,1454105,13106
,,17669132,29610030,1195509,VDDDD10321,1454105,12383
,,17669115,208831923,1195507,G001600012,1454105,44646
,,17669117,97974000005001,1195508,G001500002,1454105,48247
,,17669119,1319987-MHJE3,1195508,VAAAA00034,1454105,19379
,,17669119,1319987-MHXH3SK,1195508,VCCCC01013,1454105,19379
,,17669119,13199871-MPU63SK,1195508,VCCCC03027,1454105,19379
,,17669118,1319987-MM143SK,1195508,G002404004,1454105,19379
,,17669116,20904824758,1195508,G000305069,1454105,44646
,,17669120,HP-3FB01AA,1195508,G002701008,1454105,3298
,,17669140,LNZ4X30H56803,1195509,VCCCC03033,1454105,44646
,,17669122,1319981-MPNY3SK,1195508,VAAAA00001,1454105,26981
,,17669148,95SG570,1195510,VCCCC03016,1454105,4883
,,17669145,95XIW400,1195510,VDDDD08148,1454105,44646
,,17668811,34323160,1195474,G002701014,1454105,23299
,,17668811,34323433,1195474,VAAAA00024,1454105,23299
,,17669132,35120346,1195509,VDDDD05027,1454105,12383
,,17668832,98795203,1195468,G000503030,1454105,3769
,,17668806,22040710365,1195473,VDDDD07029,1454105,42872
,,17669126,201042577284,1195509,G000400019,1454105,7929
,,17669127,1129953571,1195470,VAAAA00045,1454105,38367
,,17669127,204200984800,1195470,G001300025,1454105,38367
,,17669127,HP-31C88EA,1195470,VCCCC02004,1454105,38367
,,17669150,D-N-5415-C02,1195510,VCCCC02004,1454105,45945
,,17669129,2039122,1195509,VDDDD04255,1454105,7929
,,17669129,2055159657790,1195509,G001003001,1454105,7929
,,17669129,2100808825,1195509,G002600026,1454105,7929
,,17669129,23100000211,1195509,G001001022,1454105,7929
,,17669147,2171883315,1195510,VDDDD06027,1454105,42686
,,17669159,95XIW400,1195511,VDDDD03148,1454105,7929
,,17669142,LNN82NC00F4CK,1195510,VCCCC03024,1454105,42259
,,17669152,20505066,1195511,VDDDD04260,1454105,8701
,,17669152,20505068,1195511,VDDDD02255,1454105,8701
,,17668973,EC13T944440,1195496,G003400015,1454105,16797
,,17668973,EC13T946140,1195496,VDDDD08233,1454105,16797
,,17669137,AQ764646-B21,1195477,G003610112,1454105,19692
,,17669137,AQ786710-B21,1195477,G003203028,1454105,19692
,,17669137,AQ817738R-B21,1195477,G003601067,1454105,19692
,,17669137,AQ838079-B21,1195477,VDDDD03253,1454105,19692
,,17669137,AQP01367-B21,1195477,G002903021,1454105,19692
,,17669137,AQP06681-B21,1195477,G000310167,1454105,19692
,,17669137,AQ871182-B21,1195477,VDDDD01141,1454105,19692
,,17669137,AQ665246-B21,1195477,VDDDD01146,1454105,19692
,,17668777,J4858C_OEM,1195473,VDDDD03257,1454105,45108
,,17668777,J4859C_OEM,1195473,VDDDD02258,1454105,45108
,,17668777,J8177C_OEM,1195473,VDDDD02254,1454105,45108
,,17668988,2170949137,1195498,G001100001,1454105,16119
,,17668988,D-N-453-BBBR,1195498,G002102021,1454105,16119
,,17669160,95XIW28,1195511,VDDDD04147,1454105,44646
,,17669151,D-N-3510-N2-301,1195510,VCCCC02004,1454105,5463
,,17669143,5170001836,1195477,VDDDD07162,1454105,38636
,,17669143,51722222,1195477,VCCCC00012,1454105,38636
,,17669146,205A00000165,1195510,VDDDD04146,1454105,43425
,,17669146,219104047,1195510,G000205157,1454105,43425
,,17669146,219104089,1195510,G000307091,1454105,43425
,,17669146,4833200538,1195510,G001004028,1454105,43425
,,17669072,HP-3FV67AA,1195504,G003102023,1454105,38636
,,17668735,2055180437,1195464,VDDDD03141,1454105,45810
,,17668735,20171300027400,1195464,VDDDD08144,1454105,45810
,,17669028,EC13S042545,1195501,G003002009,1454105,12829
,,17669028,229012263,1195501,VDDDD09144,1454105,12829
,,17669028,209043927,1195501,G003203008,1454105,12829
,,17669028,231000003744,1195501,VDDDD08318,1454105,12829
,,17669028,2017576684,1195501,VDDDD08145,1454105,12829
,,17668955,29601032187,1195475,G000306238,1454105,3971
,,17668955,296099347,1195475,G002103021,1454105,3971
,,17669162,95XIW27,1195511,VDDDD08143,1454105,44646
,,17669153,133103311-MLK03SK,1195511,VDDDD09145,1454105,42148
,,17669153,21008081091,1195511,G001101019,1454105,42148
,,17669153,21008081093,1195511,G002301027,1454105,42148
,,17668777,54351040,1195473,G001803007,1454105,45108
,,17669154,23100000212,1195471,VCCCC02015,1454105,12819
,,17669154,50261001292,1195471,G002500006,1454105,12819
,,17669154,5027120714,1195471,G001103015,1454105,12819
,,17669154,5027121103,1195471,G002001006,1454105,12819
,,17669154,50271212982,1195471,G002802025,1454105,12819
,,17669154,502712133,1195471,G000600007,1454105,12819
,,17669154,5027122408,1195471,G002700012,1454105,12819
,,17669154,20454186,1195471,VDDDD09136,1454105,12819
,,17669154,517000470,1195471,NENALEZ050,1454105,12819
,,17669154,541403611,1195471,VCCCC02025,1454105,12819
,,17669175,LNTZA940199CZ,1195513,VCCCC01016,1454105,44076
,,17668908,216660235,1195491,G001604028,1454105,39188
,,17668908,95SGHS271,1195491,G002302024,1454105,39188
,,17668817,13570301-MNK43,1195474,VDDDD09135,1454105,20294
,,17668817,20520452,1195474,VDDDD07138,1454105,20294
,,17668817,296030765,1195474,G000103157,1454105,20294
,,17668817,2960307671,1195474,G000603007,1454105,20294
,,17669157,207253590,1195511,G001500016,1454105,44646
,,17669158,958958649105,1195511,G003201021,1454105,7929
,,17668910,29601032179,1195465,G002103011,1454105,39185
,,17669167,95SG359293,1195512,VDDDD09140,1454105,40273
,,17669022,98972000370,1195500,G000301225,1454105,29374
,,17669185,48332003971,1195478,VCCCC02034,1454105,14100
,,17669185,48332003971,1195478,VCCCC02034,1454105,14100
,,17669143,2290105814,1195477,G002301028,1454105,38636
,,17669210,EV12H007A24,1195516,VBBBB02066,1454105,49903
,,17669165,540005143,1195512,VDDDD05140,1454105,15470
,,17668961,95895250934,1195475,VBBBB00057,1454105,16601
,,17669161,2191099987619,1195511,G000303217,1454105,25534
,,17669161,29493194,1195511,G000210188,1454105,25534
,,17669161,526072115736,1195511,G002800009,1454105,25534
,,17669132,2100808907,1195509,G001201028,1454105,12383
,,17669132,23100000319,1195509,G002501012,1454105,12383
,,17669132,95SGO67,1195509,G000602008,1454105,12383
,,17669163,155949510,1195478,G001903002,1454105,20789
,,17669163,184414230,1195478,VCCCC01024,1454105,20789
,,17669163,KTH-PL426E-8G,1195478,VDDDD02124,1454105,20789
,,17669182,5260722562,1195513,VDDDD07269,1454105,45945
,,17668847,IM43D06,1195485,VBBBB01036,1454105,41459
,,17669164,29603030,1195512,G000500028,1454105,44076
,,17669185,48332003971,1195478,VDDDD06203,1454105,14100
,,17669166,5260721156197,1195512,G000800031,1454105,48247
,,17669148,2191060254,1195510,G000402021,1454105,4883
,,17669148,29493331,1195510,G002803021,1454105,4883
,,17669168,200636115,1195472,VBBBB03055,1454105,12480
,,17669168,201064057,1195472,G000702009,1454105,12480
,,17669168,20171300027400,1195472,VDDDD08111,1454105,12480
,,17669168,203800002,1195472,VDDDD04124,1454105,12480
,,17669168,20440055,1195472,VDDDD09284,1454105,12480
,,17669168,2072532412,1195472,VAAAA00028,1454105,12480
,,17669168,2091321622,1195472,VBBBB02070,1454105,12480
,,17669168,23100000260,1195472,VCCCC01021,1454105,12480
,,17669184,807100283,1195514,VDDDD05130,1454105,3821
,,17669184,20440052,1195514,VDDDD06301,1454105,3821
,,17669169,97974000100004,1195478,G002903026,1454105,48247
,,17669169,9797399060,1195478,G002200030,1454105,48247
,,17669170,1930500204,1195512,G002601029,1454105,49487
,,17668944,202230103,1195495,G003501014,1454105,4814
,,17669171,HPEQ2078A,1195512,G001301022,1454105,19606
,,17669180,LNZZG38C03349,1195513,VBBBB02056,1454105,44646
,,17669180,LNTZA8Y0032CZ,1195513,VDDDD04266,1454105,44646
,,17668977,13300423-MK2K3,1195466,VDDDD01126,1454105,20413
,,17669067,50271008,1195503,G002400031,1454105,40358
,,17669198,133103352-MPWW3SK,1195515,VDDDD06128,1454105,39924
,,17669198,133103352-MPVX3SK,1195515,VDDDD09129,1454105,39924
,,17669214,1357021-MNJT3SK,1195516,VBBBB02040,1454105,39924
,,17669195,1357021-MNJT3SK,1195514,VBBBB02040,1454105,39924
,,17669195,1357020-MNPT3,1195514,VCCCC01018,1454105,39924
,,17669218,13570301-MNKA3,1195517,VDDDD07234,1454105,39924
,,17669209,2050110248,1195516,VDDDD06114,1454105,17135
,,17669173,219105100290,1195512,F505500000,1454105,30266
,,17668944,296010320960911,1195495,G001001030,1454105,4814
,,17669202,D-N-5530-P3-704,1195515,VCCCC02011,1454105,22450
,,17669174,95895250901,1195512,G003203015,1454105,2391
,,17668791,209049806,1195465,G001500026,1454105,30666
,,17668791,207259846,1195465,VAAAA00047,1454105,30666
,,17668791,20725976,1195465,VDDDD09112,1454105,30666
,,17668791,2055149552,1195465,VDDDD07208,1454105,30666
,,17668791,20505062,1195465,VCCCC02020,1454105,30666
,,17668791,203910145,1195465,VDDDD08118,1454105,30666
,,17669127,LNN21DJ009RCK,1195470,VCCCC02021,1454105,38367
,,17669127,809-T5D-03504PC,1195470,VDDDD06304,1454105,38367
,,17669127,229020,1195470,G003400030,1454105,38367
,,17669127,2170949121,1195470,G001301030,1454105,38367
,,17669176,50271009,1195513,G002003031,1454105,13109
,,17669176,219986099988,1195513,G000309145,1454105,13109
,,17669176,2072392756362480,1195513,G001500001,1454105,13109
,,17669177,95895250923,1195513,G001500025,1454105,21154
,,17669179,30860621,1195513,G000702013,1454105,4464
,,17669179,30860112,1195513,G001301013,1454105,4464
,,17669177,95895251157,1195513,G000402030,1454105,21154
,,17668811,21006189,1195474,VCCCC02023,1454105,23299
,,17668944,2191060719,1195495,G000004133,1454105,4814
,,17669181,205A0072,1195513,VCCCC01032,1454105,23350
,,17669061,29602271,1195503,G000004164,1454105,3065
,,17669061,29602361,1195503,AKCE000001,1454105,3065
,,17669183,9896763261,1195513,G001200008,1454105,48281
,,17669183,95AL215,1195513,VDDDD08283,1454105,48281
,,17669183,9589584801,1195513,G002003026,1454105,48281
,,17669183,95895251146,1195513,G000500025,1454105,48281
,,17669183,483320053911,1195513,VDDDD06242,1454105,48281
,,17669183,2191099987898,1195513,G000308239,1454105,48281
,,17669183,2191099987894,1195513,G003600245,1454105,48281
,,17669183,2100824511,1195513,G002200025,1454105,48281
,,17669183,2100808810,1195513,G002202008,1454105,48281
,,17669183,205A0070,1195513,VDDDD06212,1454105,48281
,,17668735,95895250901,1195464,G003203015,1454105,45810
,,17669188,187101659908035B3,1195478,G001000016,1454105,27986
,,17669188,204A000002230,1195478,VDDDD07115,1454105,27986
,,17669188,20505062,1195478,VDDDD02128,1454105,27986
,,17669188,205517502,1195478,VDDDD04130,1454105,27986
,,17669188,205517532,1195478,VDDDD06116,1454105,27986
,,17669188,213590769,1195478,G000901008,1454105,27986
,,17669188,219985133,1195478,G000400019,1454105,27986
,,17669188,23100000233,1195478,G001400009,1454105,27986
,,17669188,231000003691,1195478,G003301004,1454105,27986
,,17669188,343233168,1195478,VCCCC02024,1454105,27986
,,17669189,1559495010,1195472,G001600018,1454105,13847
,,17669233,D-N-5620-N3-502,1195519,VBBBB04017,1454105,47270
,,17669191,95895250923,1195514,G001500025,1454105,30212
,,17669078,204A0000032,1195504,VDDDD07120,1454105,42462
,,17669190,958952508840,1195514,G001301008,1454105,8804
,,17669192,921715110,1195514,G000401009,1454105,8688
,,17669192,20454148,1195514,VDDDD09118,1454105,8688
,,17669193,2055159658188,1195514,G002504014,1454105,44646
,,17669238,81901983911,1195519,VDDDD01294,1454105,40879
,,17669194,95895250923,1195514,G001500025,1454105,44076
,,17668870,958971260,1195488,G000309210,1454105,18562
,,17669196,95895252181,1195514,G000305178,1454105,22239
,,17669197,1901203093,1195515,G000802016,1454105,44646
,,17669199,2199860703,1195515,G000208015,1454105,49997
,,17669199,29603040,1195515,G001200016,1454105,49997
,,17669199,2960332,1195515,G000108119,1454105,49997
,,17669199,2960333,1195515,G000105184,1454105,49997
,,17669199,2960370,1195515,G000403005,1454105,49997
,,17669200,297F3U134B12,1195515,G000901015,1454105,43893
,,17669200,297F3U134B11,1195515,G002801025,1454105,43893
,,17669200,296010321614,1195515,G001001025,1454105,43893
,,17669200,2960103202696,1195515,G000110229,1454105,43893
,,17669200,29601031941,1195515,G000110037,1454105,43893
,,17669200,29601031711,1195515,G000602010,1454105,43893
,,17669200,2100808785,1195515,G001300023,1454105,43893
,,17669201,296010321643,1195479,G001001019,1454105,15494
,,17669201,D-D-3000S-501,1195479,VBBBB00020,1454105,15494
,,17668893,34313252,1195490,G001402023,1454105,3070
,,17668893,34313286,1195490,G003100026,1454105,3070
,,17668893,44301377,1195490,VDDDD06230,1454105,3070
,,17668832,9581V232,1195468,VDDDD06292,1454105,3769
,,17669203,95XIW413,1195515,VDDDD07294,1454105,39319
,,17669203,95XIW415,1195515,VDDDD04282,1454105,39319
,,17669203,V710012551,1195515,VDDDD09306,1454105,39319
,,17669203,95XIW405,1195515,VDDDD09291,1454105,39319
,,17669203,95SGN10332,1195515,VCCCC01033,1454105,39319
,,17669203,95SGN10231,1195515,VAAAA00009,1454105,39319
,,17669203,95SGN10230,1195515,VAAAA00030,1454105,39319
,,17669203,958971252,1195515,G000101117,1454105,39319
,,17669203,958971250,1195515,G000107089,1454105,39319
,,17669203,958957517,1195515,G000205192,1454105,39319
,,17669203,2191060767,1195515,G000310153,1454105,39319
,,17669203,2055180447,1195515,VDDDD02288,1454105,39319
,,17669204,2191060833,1195515,G000002019,1454105,3339
,,17669204,2191060833,1195515,G000001220,1454105,3339
,,17669205,204A0000025,1195515,VDDDD02283,1454105,48644
,,17669205,207335212,1195515,G002201026,1454105,48644
,,17669206,2191080747,1195516,G000311062,1454105,40031
,,17669207,217442039,1195516,G001600016,1454105,44646
,,17669208,220105066332,1195516,G001602001,1454105,44646
,,17668735,20505062,1195464,VDDDD07296,1454105,45810
,,17668735,95895250901,1195464,G003203015,1454105,45810
,,17669022,20500220392,1195500,VDDDD08294,1454105,29374
,,17668777,4833200386,1195473,G002701030,1454105,45108
,,17669212,22320325,1195516,G001503015,1454105,45273
,,17669211,95ALPF9778,1195516,G000306016,1454105,26981
,,17669211,95ALPF515,1195516,G001002023,1454105,26981
,,17669211,95ALP2280,1195516,G000204245,1454105,26981
,,17669211,958958471,1195516,G000401011,1454105,26981
,,17669211,9589532129,1195516,G000501020,1454105,26981
,,17669211,1319987-MHJE3,1195516,VAAAA00034,1454105,26981
,,17669211,1319982-MM0A3,1195516,VAAAA00031,1454105,26981
,,17669211,1319981-MMTN2SK,1195516,VAAAA00006,1454105,26981
,,17669215,219104026,1195517,G000402019,1454105,19710
,,17669215,2052047,1195517,VDDDD08296,1454105,19710
,,17668961,22320324,1195475,G002002012,1454105,16601
,,17669212,2017576793,1195516,VCCCC02032,1454105,45273
,,17669216,35120090,1195517,G001001008,1454105,3258
,,17669216,35120091,1195517,G001300010,1454105,3258
,,17669216,35120092,1195517,G003000022,1454105,3258
,,17669216,35120093,1195517,G002700023,1454105,3258
,,17669055,2134009,1195469,G001203012,1454105,6901
,,17669217,5027165013,1195517,G002601010,1454105,45556
,,17668897,34326970,1195490,G003608160,1454105,3287
,,17669220,97974000010003,1195479,G003103029,1454105,13363
,,17669220,1870483619501I543D,1195479,VBBBB03031,1454105,13363
,,17669219,201063812,1195517,G000306161,1454105,40984
,,17669219,201063814,1195517,G000307173,1454105,40984
,,17669219,5027175911,1195517,G000306062,1454105,40984
,,17669219,5027175913,1195517,G000106152,1454105,40984
,,17669244,95XIW25,1195520,VDDDD07189,1454105,20413
,,17669244,95XIW28,1195520,VCCCC01027,1454105,20413
,,17669244,95XIW29,1195520,VDDDD07307,1454105,20413
,,17669228,95XIW25,1195518,VDDDD07189,1454105,20413
,,17669228,95XIW27,1195518,VBBBB00052,1454105,20413
,,17669228,95XIW28,1195518,VCCCC01027,1454105,20413
,,17669228,95XIW29,1195518,VDDDD07307,1454105,20413
,,17668992,95XIW25,1195498,VDDDD08192,1454105,20413
,,17668992,95XIW27,1195498,VBBBB00052,1454105,20413
,,17668992,95XIW28,1195498,VCCCC01027,1454105,20413
,,17668992,95XIW29,1195498,VDDDD07307,1454105,20413
,,17669245,95XIW25,1195520,VDDDD08192,1454105,20413
,,17669245,95XIW28,1195520,VCCCC01027,1454105,20413
,,17669245,95XIW29,1195520,VDDDD07307,1454105,20413
,,17668811,207259754,1195474,VDDDD04194,1454105,23299
,,17669221,133041-MQDP3,1195517,G001000011,1454105,44646
,,17669229,95XIW27,1195518,VBBBB00052,1454105,20413
,,17669229,95XIW28,1195518,VCCCC01027,1454105,20413
,,17669229,95XIW29,1195518,VDDDD03194,1454105,20413
,,17668752,95XIW28,1195463,VCCCC01027,1454105,20413
,,17668752,95XIW29,1195463,VDDDD03194,1454105,20413
,,17668970,95XIW28,1195496,VCCCC01027,1454105,20413
,,17668977,95XIW27,1195466,VBBBB00052,1454105,20413
,,17669249,D-N-5620-N3-504,1195521,VCCCC02031,1454105,45566
,,17669222,20505062,1195517,VDDDD02192,1454105,45523
,,17669222,2100824534,1195517,G002100030,1454105,45523
,,17669222,51721109115,1195517,G001700005,1454105,45523
,,17669222,9589584801,1195517,G002003026,1454105,45523
,,17669154,50271233,1195471,G000207099,1454105,12819
,,17669224,20083244,1195518,G003300020,1454105,4905
,,17669224,20169212530,1195518,VDDDD08194,1454105,4905
,,17669224,20321058405,1195518,VDDDD06189,1454105,4905
,,17669248,ABB21BQS20Q1E,1195520,VCCCC02031,1454105,19379
,,17669223,2960103209642,1195517,G000109206,1454105,29562
,,17669223,2960103209645,1195517,G000803012,1454105,29562
,,17669223,50271212982,1195517,G002802025,1454105,29562
,,17669012,23100000427,1195499,G002803022,1454105,3287
,,17669225,2191080759,1195518,G000100113,1454105,40031
,,17669226,185500031001,1195518,G000500004,1454105,44646
,,17669227,29602382,1195518,G001002011,1454105,29810
,,17669227,29602361,1195518,AKCE000001,1454105,29810
,,17669072,29601032163,1195504,G001102030,1454105,38636
,,17669230,20723927563928,1195518,G001400014,1454105,6566
,,17669231,95SGO391,1195518,G001202007,1454105,28150
,,17669231,1319987-MX542SK,1195518,VCCCC01029,1454105,28150
,,17669232,2040900028930,1195519,G002802029,1454105,48644
,,17669055,95895501I604,1195469,G002204004,1454105,6901
,,17669234,EC13T06C34A,1195519,VBBBB02043,1454105,4822
,,17669234,EC13T06C24A,1195519,VCCCC01034,1454105,4822
,,17669234,EC13T06C14A,1195519,VCCCC01029,1454105,4822
,,17669235,95895251172,1195519,G000003213,1454105,40273
,,17669237,LNZGX40Q17229,1195519,VCCCC00001,1454105,44646
,,17669236,2961009590,1195519,G000103219,1454105,44646
,,17669250,HP-724C1EA,1195521,VCCCC02031,1454105,13206
,,17669240,95895251168,1195520,G000401025,1454105,30670
,,17669239,29772139,1195519,G000004232,1454105,47782
,,17669241,2134009,1195520,G001203012,1454105,8015
,,17669171,2191060626,1195512,G000204043,1454105,19606
,,17669242,34323433,1195473,VAAAA00024,1454105,4734
,,17668837,296030880,1195474,G000208192,1454105,3287
,,17668837,219986100073,1195474,G000003012,1454105,3287
,,17668961,1930500146,1195475,G002800023,1454105,16601
,,17669243,EPR02114Z,1195520,VCCCC00028,1454105,28050
,,17669243,EPR02100,1195520,G000701003,1454105,28050
,,17669243,AQ865408-B21,1195520,G003204001,1454105,28050
,,17669243,4833204153,1195520,G000003088,1454105,28050
,,17669243,4833203809,1195520,G000601004,1454105,28050
,,17669243,34330006,1195520,F505500000,1454105,28050
,,17669243,23100000512,1195520,G001100015,1454105,28050
,,17669247,95895870671,1195520,G000803009,1454105,22239
,,17669246,EC13T580800,1195520,G000206198,1454105,6800
,,17669246,EC13T580400,1195520,G000207006,1454105,6800
,,17669246,EC13T580200,1195520,G000207083,1454105,6800
,,17669246,EC13T580100,1195520,G000210012,1454105,6800
,,17668955,USBAB18H,1195475,G001601007,1454105,3971
,,17669251,1319987-MN6E3SK,1195521,G002201031,1454105,43222
,,17669251,2134028,1195521,G000309129,1454105,43222
